"연월일","10대이하 남자","10대이하 여자","20대 남자","20대 여자","30대 남자","30대 여자","40대 남자","40대 여자","50대 남자","50대 여자","60대이상 남자","60대이상 여자"
"20211223","121","148","370","719","500","1362","666","1591","439","528","190","344"
"20211222","102","122","400","740","559","1433","681","1672","378","629","243","427"
"20211221","118","152","418","883","582","1610","712","1715","403","624","217","387"
"20211220","101","111","349","688","531","1180","625","1333","372","545","200","379"
"20211219","71","166","203","482","404","888","578","943","280","271","112","148"
"20211218","106","132","255","562","478","996","725","1286","352","405","161","230"
"20211217","99","132","321","674","532","1320","672","1631","421","551","206","349"
"20211216","74","136","383","735","548","1427","674","1608","352","589","193","314"
"20211215","90","116","410","765","630","1399","651","1748","430","640","232","353"
"20211214","98","136","396","785","577","1576","679","1669","338","623","191","333"
"20211213","91","96","379","656","479","1322","658","1440","376","542","179","359"
"20211212","100","136","182","494","427","1102","646","1045","275","290","94","118"
"20211211","99","154","278","556","599","1246","838","1301","344","381","161","188"
"20211210","109","131","381","740","569","1360","707","1580","402","624","196","347"
"20211209","81","130","399","747","543","1637","622","1678","380","658","218","327"
"20211208","106","158","377","832","585","1541","694","1609","418","675","218","356"
"20211207","124","121","427","754","522","1509","689","1637","418","685","188","284"
"20211206","88","115","368","688","486","1268","733","1483","409","688","236","346"
"20211205","104","150","218","466","422","971","618","1024","262","282","123","96"
"20211204","144","196","304","550","437","1084","754","1264","343","405","151","202"
"20211203","98","156","408","738","537","1286","689","1600","368","602","217","347"
"20211202","87","120","444","746","531","1356","605","1544","366","579","216","279"
"20211201","100","136","481","865","564","1487","664","1773","381","596","228","385"
"20211130","86","104","374","647","454","1309","654","1504","341","570","175","317"
"20211129","68","110","314","575","456","1225","583","1439","344","571","163","363"
"20211128","99","150","218","488","396","970","600","1077","239","273","118","117"
"20211127","130","168","291","551","478","1179","771","1331","343","400","127","179"
"20211126","78","105","345","702","479","1310","677","1539","371","619","180","390"
"20211125","61","130","353","759","490","1392","683","1573","327","624","194","308"
"20211124","73","126","376","798","558","1494","659","1710","373","643","203","388"
"20211123","65","123","398","797","550","1636","673","1791","386","631","223","320"
"20211122","65","92","303","693","426","1192","627","1434","334","569","159","370"
"20211121","127","206","197","521","370","951","605","1031","250","255","99","120"
"20211120","106","206","254","576","462","1110","741","1236","313","426","157","205"
"20211119","76","138","369","780","531","1427","675","1595","398","596","182","313"
"20211118","82","120","366","809","479","1333","672","1500","388","564","188","315"
"20211117","106","137","368","774","556","1445","720","1692","355","631","209","367"
"20211116","56","156","342","820","532","1560","715","1684","376","614","185","325"
"20211115","71","110","352","703","439","1105","647","1327","374","557","167","336"
"20211114","88","158","178","483","313","977","640","1090","257","259","98","123"
"20211113","91","156","265","548","480","1185","780","1387","325","416","172","212"
"20211112","72","143","380","779","534","1367","685","1698","397","635","212","383"
"20211111","95","137","367","783","522","1413","688","1518","389","620","219","313"
"20211110","70","123","335","833","530","1480","695","1788","414","650","215","383"
"20211109","65","155","378","723","553","1528","698","1647","426","612","202","315"
"20211108","50","82","290","577","416","1045","561","1174","364","583","168","359"
"20211107","87","118","164","472","378","1045","627","1132","247","313","102","112"
"20211106","101","126","244","608","470","1065","756","1392","299","403","147","206"
"20211105","86","110","347","755","523","1353","641","1633","396","637","202","350"
"20211104","89","97","351","768","522","1534","719","1661","390","672","184","353"
"20211103","76","129","401","901","554","1602","724","1849","449","777","248","432"
"20211102","104","132","357","777","562","1523","754","1760","430","669","206","383"
"20211101","57","94","324","756","507","1212","763","1546","441","770","192","488"
"20211031","101","146","199","557","437","1054","651","1122","310","352","129","108"
"20211030","119","182","246","587","447","1124","685","1221","315","373","141","166"
"20211029","76","87","264","699","483","1327","595","1531","294","467","178","241"
"20211028","63","116","316","722","444","1293","607","1607","370","494","193","238"
"20211027","81","126","321","725","430","1468","590","1638","294","544","201","256"
"20211026","94","137","306","691","434","1498","590","1630","358","489","203","255"
"20211025","65","100","227","574","347","1008","525","1209","285","462","142","251"
"20211024","83","125","209","621","421","1040","700","1235","351","379","147","154"
"20211023","99","137","253","647","496","1255","810","1491","393","517","200","232"
"20211022","114","175","602","1492","1161","3099","1830","3738","922","1350","468","596"
"20211021","146","259","703","1898","1570","4129","2649","4645","1249","1710","694","793"
"20211020","81","122","328","721","523","1571","704","1758","406","594","234","250"
"20211019","63","143","329","717","495","1466","540","1686","330","534","216","228"
"20211018","60","107","325","570","448","1094","431","1248","240","420","128","196"
"20211017","90","143","181","522","398","997","678","978","314","283","143","124"
"20211016","105","159","302","676","523","1323","865","1543","368","411","223","204"
"20211015","147","296","740","2018","1536","4053","2395","4720","1083","1444","497","611"
"20211014","57","108","288","690","436","1395","531","1599","228","508","177","186"
"20211013","67","139","321","715","400","1396","532","1684","280","432","162","234"
"20211012","70","113","310","731","451","1440","619","1637","281","459","140","210"
"20211011","31","61","105","363","218","649","300","657","130","185","58","85"
"20211010","87","135","180","480","425","1027","741","1107","306","296","128","92"
"20211009","34","88","115","337","244","634","420","761","148","240","61","78"
"20211008","70","89","236","566","409","1183","513","1402","234","374","153","183"
"20211007","82","98","291","724","448","1431","520","1595","242","433","130","180"
"20211006","52","105","285","619","400","1377","470","1516","262","487","151","187"
"20211005","60","124","319","707","459","1365","580","1686","315","531","168","181"
"20211004","33","43","92","345","217","614","350","760","173","251","72","83"
"20211003","29","51","96","309","187","517","325","583","148","221","84","72"
"20211002","111","151","221","535","430","1127","725","1339","342","363","146","167"
"20211001","74","110","245","658","441","1317","563","1521","318","460","150","206"
"20210930","74","108","268","709","364","1380","546","1598","256","415","149","186"
"20210929","79","81","209","582","396","1337","534","1467","277","427","124","187"
"20210928","62","111","284","652","387","1424","544","1460","286","423","172","187"
"20210927","52","91","180","501","305","1074","475","1214","209","393","114","162"
"20210926","112","139","216","531","442","1067","730","1096","279","262","115","79"
"20210925","102","146","229","540","496","1326","870","1385","325","388","106","169"
"20210924","83","147","256","653","431","1350","624","1499","257","459","153","208"
"20210923","96","170","310","738","526","1710","709","1861","365","539","170","248"
"20210922","32","64","88","316","210","654","314","777","130","221","70","70"
"20210921","30","39","102","210","124","361","190","387","76","129","55","68"
"20210920","27","45","49","239","145","379","227","395","96","170","65","54"
"20210919","87","100","167","358","317","777","504","867","256","267","89","59"
"20210918","87","167","200","404","414","1006","699","1243","290","319","109","99"
"20210917","90","112","251","595","411","1250","589","1529","256","434","154","195"
"20210916","79","104","312","751","402","1428","548","1672","294","432","170","178"
"20210915","84","118","243","714","404","1375","543","1597","262","399","171","166"
"20210914","67","110","289","714","406","1435","598","1673","266","425","146","208"
"20210913","42","91","207","528","295","1043","466","1114","220","401","154","202"
"20210912","59","170","151","486","391","1020","631","1169","284","285","100","95"
"20210911","95","157","224","557","478","1225","700","1346","314","344","101","109"
"20210910","70","147","268","655","401","1378","631","1462","227","502","112","170"
"20210909","53","128","299","696","371","1473","581","1580","221","488","154","175"
"20210908","79","137","290","676","391","1468","570","1573","226","414","137","167"
"20210907","41","114","295","662","401","1330","521","1635","292","431","164","223"
"20210906","39","102","237","587","315","1094","460","1189","209","374","121","172"
"20210905","101","143","214","514","450","977","657","1088","261","333","114","112"
"20210904","90","191","284","565","487","1171","816","1449","283","295","129","137"
"20210903","72","118","301","733","401","1332","582","1513","281","482","166","177"
"20210902","80","133","318","657","423","1416","591","1608","237","481","153","186"
"20210901","79","121","293","766","457","1589","622","1613","291","501","193","193"
"20210831","71","94","239","577","311","1241","504","1384","233","386","133","165"
"20210830","72","112","190","615","313","1045","481","1270","219","414","128","140"
"20210829","92","179","175","512","417","1057","692","1063","285","314","128","79"
"20210828","80","151","169","558","488","1127","704","1235","292","299","113","126"
"20210827","57","113","193","586","386","1265","517","1334","251","386","135","168"
"20210826","71","136","239","611","412","1366","510","1434","278","382","142","175"
"20210825","76","178","246","702","403","1553","553","1773","297","477","151","224"
"20210824","52","154","255","743","394","1474","524","1613","326","462","147","226"
"20210823","67","88","189","498","277","1095","445","1132","250","382","119","182"
"20210822","75","202","167","517","404","1046","673","1097","264","324","140","81"
"20210821","89","157","191","526","473","1078","719","1213","310","310","106","121"
"20210820","95","159","239","635","336","1277","583","1522","269","416","148","160"
"20210819","71","208","237","664","351","1421","547","1560","257","426","171","202"
"20210818","83","218","269","676","377","1459","591","1748","279","469","152","198"
"20210817","112","245","294","842","401","1514","598","1847","302","452","166","196"
"20210816","43","94","119","366","221","720","356","813","157","230","82","99"
"20210815","49","89","81","302","231","502","298","644","133","175","63","94"
"20210814","71","181","199","513","454","1098","694","1300","298","329","134","130"
"20210813","85","206","253","640","378","1275","617","1580","334","443","180","180"
"20210812","119","200","235","653","399","1296","490","1489","325","449","172","193"
"20210811","108","202","278","640","439","1339","549","1591","296","432","148","198"
"20210810","116","192","339","704","349","1508","560","1618","322","452","162","186"
"20210809","69","113","212","552","321","1103","438","1284","219","373","136","184"
"20210808","94","126","185","511","401","959","600","1066","337","266","134","106"
"20210807","105","149","188","573","527","1099","759","1230","312","316","128","117"
"20210806","76","190","268","620","392","1152","550","1476","259","421","163","175"
"20210805","108","207","302","696","417","1306","554","1618","260","419","167","181"
"20210804","98","197","279","661","414","1349","520","1677","298","449","167","171"
"20210803","99","221","289","722","449","1388","552","1660","317","548","186","181"
"20210802","63","144","228","570","395","980","500","1192","243","367","150","199"
"20210801","83","140","207","501","458","953","652","1107","275","287","159","146"
"20210731","77","163","214","559","515","1064","629","1152","326","308","175","134"
"20210730","75","133","244","613","389","1167","520","1326","277","389","204","192"
"20210729","107","215","311","655","398","1244","568","1522","334","466","200","217"
"20210728","90","187","280","645","423","1381","552","1658","284","516","169","200"
"20210727","111","210","297","690","431","1379","558","1799","349","519","228","193"
"20210726","64","117","204","504","325","1001","423","1171","259","371","114","175"
"20210725","91","151","204","540","372","802","646","1072","334","312","160","118"
"20210724","74","178","253","656","541","1228","874","1494","401","424","167","151"
"20210723","70","201","243","681","400","1280","561","1585","330","430","156","178"
"20210722","95","185","278","630","387","1288","537","1570","335","443","198","181"
"20210721","82","189","303","693","386","1359","508","1676","328","462","189","196"
"20210720","83","170","353","774","455","1462","570","1770","362","533","209","197"
"20210719","70","126","231","576","397","1150","532","1203","330","419","184","190"
"20210718","65","156","235","611","452","1006","602","1020","307","283","125","92"
"20210717","76","141","240","603","549","1172","728","1180","327","311","133","129"
"20210716","86","138","323","647","415","1230","608","1340","317","425","133","130"
"20210715","90","151","295","716","401","1261","468","1374","257","424","147","177"
"20210714","66","145","333","740","451","1433","603","1603","262","428","184","164"
"20210713","81","176","308","815","428","1354","539","1437","333","448","167","188"
"20210712","53","113","194","590","329","982","513","1138","237","361","117","185"
"20210711","79","160","257","535","454","949","581","1012","307","265","142","102"
"20210710","92","175","244","668","518","1315","773","1346","279","308","135","141"
"20210709","64","136","345","686","377","1345","570","1475","243","348","162","166"
"20210708","69","128","404","717","416","1358","545","1377","298","445","189","224"
"20210707","60","147","366","740","455","1427","539","1533","280","458","182","240"
"20210706","103","131","409","905","473","1516","586","1673","328","529","186","253"
"20210705","66","80","231","572","406","1083","503","1241","290","434","142","263"
"20210704","67","186","209","480","422","951","678","1064","234","254","86","77"
"20210703","102","127","264","557","484","1020","696","1137","314","298","153","138"
"20210702","97","107","320","687","408","1210","551","1477","311","403","204","204"
"20210701","82","152","363","805","428","1369","554","1346","319","421","212","236"
"20210630","65","141","328","759","477","1283","483","1384","270","385","183","189"
"20210629","60","83","309","760","434","1228","490","1321","296","417","183","204"
"20210628","51","75","189","469","356","942","428","1062","237","361","163","180"
"20210627","80","135","197","457","406","888","581","979","279","214","129","92"
"20210626","73","138","218","535","438","1077","672","1161","328","283","149","111"
"20210625","60","120","267","591","387","1103","512","1284","240","413","181","199"
"20210624","65","99","279","691","390","1273","493","1265","301","404","194","164"
"20210623","80","129","305","768","408","1433","542","1468","316","445","152","184"
"20210622","50","102","313","693","439","1359","538","1445","275","481","154","159"
"20210621","40","74","211","501","328","1011","411","1070","257","359","133","149"
"20210620","59","154","212","517","405","842","526","901","294","223","114","72"
"20210619","80","143","209","470","421","1002","614","1056","295","269","162","110"
"20210618","46","81","230","505","397","1062","489","1332","273","354","158","162"
"20210617","50","100","266","583","412","1170","469","1206","277","438","173","169"
"20210616","56","104","250","706","443","1270","468","1457","341","413","167","180"
"20210615","77","129","266","699","409","1243","527","1393","310","417","188","186"
"20210614","40","68","201","499","278","868","419","1092","285","358","159","150"
"20210613","103","162","189","437","371","855","570","965","267","266","108","87"
"20210612","109","205","204","518","430","961","659","1092","244","303","135","133"
"20210611","58","130","246","580","391","1121","530","1262","250","344","129","145"
"20210610","51","111","249","582","371","1215","461","1268","238","414","167","153"
"20210609","48","91","271","659","396","1199","516","1292","312","424","143","144"
"20210608","46","139","302","759","393","1280","542","1540","301","473","162","165"
"20210607","63","93","208","534","362","1023","477","1146","296","435","115","147"
"20210606","36","67","100","288","206","508","303","579","144","152","69","77"
"20210605","84","183","217","582","474","961","561","1084","278","309","145","137"
"20210604","62","124","279","730","442","1185","569","1353","326","415","180","172"
"20210603","41","110","268","631","369","1075","485","1230","262","373","167","169"
"20210602","53","106","315","767","423","1236","537","1473","357","481","168","181"
"20210601","61","121","358","708","445","1265","506","1385","324","455","150","187"
"20210531","41","108","196","534","329","944","386","1062","270","366","125","171"
"20210530","89","132","179","524","397","836","574","961","269","241","92","84"
"20210529","83","149","223","520","429","924","564","1055","273","286","124","109"
"20210528","73","102","249","590","379","1022","415","1313","287","352","148","139"
"20210527","67","99","248","661","331","1160","410","1220","228","391","144","172"
"20210526","72","109","244","633","410","1258","404","1428","255","463","181","159"
"20210525","74","139","269","686","400","1271","417","1492","304","437","144","177"
"20210524","70","73","186","581","357","1055","435","1248","270","394","133","178"
"20210523","73","157","196","512","373","882","538","918","288","230","100","67"
"20210522","92","128","188","563","383","1058","673","1114","295","309","122","106"
"20210521","69","114","253","621","410","1179","524","1287","294","376","172","165"
"20210520","77","132","271","669","391","1201","474","1504","286","386","146","156"
"20210519","35","44","96","270","161","525","256","622","133","186","57","74"
"20210518","56","129","277","643","361","1184","462","1341","256","374","151","178"
"20210517","72","56","182","427","285","783","372","978","229","349","95","138"
"20210516","61","110","137","359","296","706","549","793","223","226","91","71"
"20210515","86","133","163","410","342","813","560","882","220","272","112","106"
"20210514","89","110","263","536","349","972","444","1093","244","332","159","134"
"20210513","68","94","298","629","382","1100","469","1327","268","403","173","180"
"20210512","95","92","297","775","406","1209","443","1321","281","395","152","183"
"20210511","87","102","328","639","410","1290","462","1421","300","415","153","177"
"20210510","59","78","208","433","309","876","404","1029","271","354","101","144"
"20210509","74","155","165","456","347","739","507","840","242","245","81","72"
"20210508","93","103","222","456","394","858","533","858","279","247","125","110"
"20210507","71","121","236","565","387","1074","498","1197","301","374","165","152"
"20210506","79","106","318","656","406","1150","464","1395","299","388","172","179"
"20210505","25","52","96","296","170","580","322","646","140","201","59","53"
"20210504","66","134","283","639","336","1009","423","1189","273","357","153","132"
"20210503","49","95","247","616","332","876","374","1027","279","394","144","158"
"20210502","78","122","171","547","379","848","556","921","281","251","123","95"
"20210501","41","101","141","561","392","888","513","855","226","282","94","124"
"20210430","54","113","243","676","308","1168","492","1200","297","341","146","149"
"20210429","94","128","228","749","365","1241","405","1264","303","360","162","154"
"20210428","70","118","223","596","392","1163","438","1324","236","380","151","166"
"20210427","88","153","285","612","383","1270","445","1326","286","441","159","153"
"20210426","45","79","179","396","328","797","323","872","250","290","99","116"
"20210425","77","135","154","370","295","765","519","866","242","200","83","60"
"20210424","100","132","181","446","336","890","488","998","266","275","91","118"
"20210423","66","106","266","523","347","1074","462","1230","246","372","139","134"
"20210422","77","94","232","542","365","947","429","1160","265","294","134","125"
"20210421","67","117","281","502","423","1114","428","1256","248","369","146","139"
"20210420","72","138","330","570","387","1246","418","1339","291","336","136","146"
"20210419","36","80","142","446","273","759","394","971","216","283","102","119"
"20210418","116","156","162","481","344","837","532","903","261","228","89","71"
"20210417","100","173","217","421","421","928","658","1086","297","344","112","114"
"20210416","92","134","219","463","377","1041","472","1179","248","339","119","129"
"20210415","64","138","290","542","343","1089","411","1232","254","377","143","147"
"20210414","67","94","280","553","357","1138","479","1250","223","371","132","150"
"20210413","80","159","290","622","364","1173","522","1399","245","350","124","154"
"20210412","56","75","199","363","253","747","334","799","222","293","102","128"
"20210411","117","195","202","416","307","763","543","891","260","194","70","80"
"20210410","99","125","183","443","407","890","608","944","246","295","94","106"
"20210409","62","104","208","576","383","1023","442","1149","286","346","145","130"
"20210408","64","129","293","531","350","996","378","1216","254","388","121","130"
"20210407","92","119","268","528","368","1106","416","1249","286","355","145","127"
"20210406","57","122","304","568","377","1159","433","1326","298","372","144","134"
"20210405","47","82","169","365","335","815","404","983","260","319","116","124"
"20210404","97","133","180","441","346","795","610","990","316","310","102","62"
"20210403","64","120","140","387","362","862","595","902","250","298","147","117"
"20210402","60","121","246","528","375","1017","501","1232","328","378","170","137"
"20210401","71","117","271","600","435","1202","535","1348","325","406","151","129"
"20210331","75","110","243","576","401","1157","491","1527","272","418","126","127"
"20210330","73","133","263","542","355","1189","438","1368","242","360","133","124"
"20210329","58","99","220","401","271","729","393","847","195","302","99","143"
"20210328","80","128","181","445","338","781","570","874","236","208","113","63"
"20210327","87","143","154","396","353","828","636","931","216","254","100","69"
"20210326","75","99","209","502","297","1003","436","1186","265","318","126","113"
"20210325","71","87","216","515","312","866","412","1129","243","315","121","99"
"20210324","71","88","298","573","355","1133","464","1267","266","384","121","129"
"20210323","70","128","245","534","377","1086","506","1365","287","375","156","131"
"20210322","48","59","170","454","235","664","391","898","187","332","79","104"
"20210321","81","137","139","408","322","864","573","821","224","218","69","49"
"20210320","81","145","176","450","371","855","570","975","214","258","111","99"
"20210319","66","102","184","469","311","998","440","1096","260","274","111","131"
"20210318","77","72","230","550","415","988","420","1193","219","319","116","122"
"20210317","70","135","252","494","358","996","397","1131","251","343","144","140"
"20210316","83","133","243","557","390","1091","400","1313","284","358","144","148"
"20210315","50","97","158","382","261","664","331","862","222","315","113","100"
"20210314","65","183","152","363","298","728","531","884","187","218","110","70"
"20210313","97","153","169","433","351","847","600","1015","232","244","106","83"
"20210312","90","87","228","521","300","944","389","1069","238","319","131","121"
"20210311","65","108","209","535","318","957","395","1107","229","339","142","117"
"20210310","62","106","212","584","329","1012","464","1250","235","313","134","117"
"20210309","63","108","218","586","301","1008","362","1188","216","310","119","126"
"20210308","42","87","174","359","248","723","337","776","173","276","106","110"
"20210307","93","160","178","466","281","726","525","835","222","206","79","67"
"20210306","83","117","138","452","330","935","619","1026","246","263","96","87"
"20210305","64","96","218","494","287","890","397","1018","216","297","129","124"
"20210304","87","103","245","506","319","955","376","1002","240","365","120","137"
"20210303","63","120","224","532","364","870","356","1011","235","353","131","118"
"20210302","61","125","244","548","379","1012","483","1102","277","360","159","129"
"20210301","33","63","67","239","173","545","237","564","126","193","67","61"
"20210228","42","64","133","359","273","626","457","701","203","187","83","45"
"20210227","53","99","130","389","311","778","448","846","208","237","90","60"
"20210226","57","96","199","396","259","795","340","858","213","252","95","113"
"20210225","77","102","151","426","237","833","337","866","184","221","118","83"
"20210224","75","121","190","450","274","937","367","1055","190","285","108","103"
"20210223","69","131","176","464","308","910","377","1124","201","304","122","136"
"20210222","64","56","103","310","205","665","317","754","149","245","92","98"
"20210221","67","132","124","362","268","781","526","824","250","256","71","74"
"20210220","84","117","127","398","341","754","530","926","176","228","102","77"
"20210219","62","109","160","456","269","823","402","903","178","255","112","88"
"20210218","75","125","190","445","302","946","439","981","216","318","121","95"
"20210217","55","104","168","421","269","868","358","905","182","274","120","104"
"20210216","66","120","184","442","275","860","344","1051","177","260","129","92"
"20210215","44","81","146","338","223","673","346","774","172","234","130","87"
"20210214","62","104","124","322","316","819","540","779","188","169","90","57"
"20210213","27","15","53","227","168","452","246","492","99","146","53","43"
"20210212","13","22","42","162","129","234","166","251","95","100","50","58"
"20210211","18","41","49","178","116","319","171","273","79","91","47","46"
"20210210","67","132","163","499","329","884","419","965","171","264","112","91"
"20210209","73","134","186","450","300","901","420","994","176","310","147","122"
"20210208","35","62","126","317","234","538","343","650","138","228","94","91"
"20210207","39","79","119","358","251","662","403","706","182","178","101","50"
"20210206","60","115","135","351","286","754","457","741","180","207","124","92"
"20210205","50","113","132","404","208","795","361","825","172","234","103","56"
"20210204","71","97","168","468","271","769","367","891","153","243","135","95"
"20210203","56","101","201","421","270","863","351","958","155","272","114","116"
"20210202","56","102","172","490","275","911","436","1073","194","328","185","162"
"20210201","77","145","191","480","629","1890","1178","2238","600","723","323","340"
"20210131","53","69","97","319","248","682","423","731","136","220","91","46"
"20210130","67","86","105","332","254","702","437","724","142","187","63","52"
"20210129","34","107","135","333","197","693","327","700","147","227","81","76"
"20210128","38","79","124","367","216","549","290","676","126","222","99","54"
"20210127","31","103","136","396","235","804","349","868","134","221","68","63"
"20210126","41","93","107","334","182","685","286","765","161","234","57","70"
"20210125","27","69","68","249","145","460","192","558","116","163","48","51"
"20210124","35","70","121","343","222","641","343","603","149","187","51","70"
"20210123","40","128","112","341","243","666","377","746","139","185","79","57"
"20210122","30","125","122","428","200","612","317","726","159","211","87","67"
"20210121","40","74","109","360","159","573","247","759","113","192","68","55"
"20210120","43","107","109","420","175","792","317","895","148","229","81","64"
"20210119","40","88","118","338","201","651","240","644","120","189","71","47"
"20210118","24","48","51","219","146","454","240","522","105","176","53","47"
"20210117","22","34","37","210","124","271","173","389","97","123","41","48"
"20210116","14","35","41","185","146","366","202","424","56","133","59","40"
"20210115","23","39","77","246","116","461","190","505","107","142","49","63"
"20210114","18","48","72","264","115","477","194","541","106","178","42","31"
"20210113","14","62","74","243","138","456","194","549","81","165","50","51"
"20210112","20","61","70","253","147","533","247","615","106","160","69","59"
"20210111","5","42","48","231","106","429","155","450","68","159","57","63"
"20210110","24","38","42","187","130","349","196","306","70","123","49","30"
"20210109","23","46","46","180","135","384","212","377","78","113","27","43"
"20210108","24","36","75","266","160","383","159","473","61","114","50","51"
"20210107","19","48","72","223","124","373","183","499","115","117","52","28"
"20210106","31","50","65","257","121","492","192","587","89","185","39","45"
"20210105","19","42","98","262","160","418","207","590","87","166","49","45"
"20210104","12","48","75","204","141","446","171","533","95","139","44","49"
"20210103","19","27","79","186","109","339","192","372","76","115","42","22"
"20210102","17","40","73","200","210","405","284","509","113","163","55","57"
"20210101","21","18","62","139","140","265","196","361","74","116","63","75"
"20201231","31","39","54","182","140","379","262","493","88","138","50","61"
"20201230","33","71","65","227","136","441","215","498","90","176","47","67"
"20201229","38","49","75","195","137","393","214","546","78","144","50","98"
"20201228","42","14","44","191","91","274","188","389","95","143","51","67"
"20201227","21","28","53","167","101","287","173","346","104","113","31","29"
"20201226","22","24","40","133","116","281","164","327","76","99","35","55"
"20201225","19","25","44","96","99","210","149","256","86","109","54","34"
"20201224","29","43","78","267","236","616","425","916","235","306","104","106"
"20201223","25","37","75","188","172","411","212","435","89","132","52","54"
"20201222","25","35","51","217","151","373","176","446","105","78","50","54"
"20201221","27","43","46","165","115","304","156","414","65","128","50","44"
"20201220","11","29","40","120","131","254","172","316","73","115","32","53"
"20201219","15","52","57","151","117","277","186","362","81","118","68","48"
"20201218","30","36","58","189","175","468","305","607","147","249","138","131"
"20201217","52","59","187","558","562","1423","952","1773","512","672","245","248"
"20201216","17","34","57","182","147","363","187","468","82","130","34","49"
"20201215","15","27","39","158","140","367","172","417","84","118","37","47"
"20201214","16","24","64","136","121","298","148","391","49","114","40","51"
"20201213","20","14","45","129","76","227","128","271","69","69","32","37"
"20201212","13","16","52","138","94","304","165","344","62","109","37","34"
"20201211","20","18","59","169","145","355","174","377","86","149","42","45"
"20201210","18","29","51","163","110","382","170","432","78","121","49","48"
"20201209","15","27","73","143","112","360","191","382","97","113","43","49"
"20201208","13","24","67","158","144","360","184","402","110","130","45","49"
"20201207","13","22","50","152","99","296","142","376","98","86","41","41"
"20201206","7","24","43","122","114","230","152","239","82","88","37","40"
"20201205","17","16","47","153","114","248","206","304","78","107","50","50"
"20201204","39","36","131","279","193","568","310","582","135","221","68","53"
"20201203","24","29","106","232","161","463","253","512","124","164","66","67"
"20201202","25","33","112","287","198","541","295","480","130","169","57","69"
"20201201","25","45","104","266","169","479","245","589","117","189","66","67"
"20201130","21","46","97","219","220","406","226","440","110","179","70","54"
"20201129","37","27","64","175","160","343","292","414","106","153","56","32"
"20201128","34","55","96","225","197","368","291","436","131","119","58","50"
"20201127","45","36","96","288","183","473","279","560","167","189","67","85"
"20201126","38","54","148","286","207","617","291","564","145","224","80","59"
"20201125","27","56","147","359","266","781","303","934","172","251","97","75"
"20201124","34","59","189","389","257","755","338","819","177","263","106","85"
"20201123","34","34","137","293","235","662","352","781","189","320","100","162"
"20201122","56","54","100","278","246","540","452","685","201","188","80","70"
"20201121","65","49","132","304","284","586","449","712","164","208","97","94"
"20201120","48","61","172","396","304","829","422","940","234","359","165","156"
"20201119","39","82","257","563","652","1582","1125","2133","665","811","389","340"
"20201118","48","88","315","783","786","1799","1331","2223","665","863","368","340"
"20201117","50","85","180","415","293","894","388","945","201","296","121","114"
"20201116","49","32","143","349","234","616","329","634","186","261","103","115"
"20201115","61","70","124","328","213","530","364","620","181","177","70","68"
"20201114","54","76","176","318","296","634","485","730","179","268","99","92"
"20201113","39","58","189","424","333","859","503","1006","236","368","149","157"
"20201112","57","91","401","880","1035","2085","1578","2375","789","916","427","349"
"20201111","45","58","185","374","284","785","374","956","236","299","98","128"
"20201110","37","56","198","391","310","851","412","978","236","292","93","111"
"20201109","31","40","135","338","217","611","331","712","168","268","94","135"
"20201108","51","83","113","300","240","490","384","616","170","176","52","80"
"20201107","47","57","128","304","288","607","429","698","169","201","101","103"
"20201106","46","57","192","366","329","769","395","922","247","336","154","186"
"20201105","81","91","430","1083","1119","2393","1723","2617","837","1021","430","397"
"20201104","27","67","176","452","293","829","310","906","198","322","91","130"
"20201103","33","63","163","407","275","769","394","850","194","306","95","145"
"20201102","19","39","130","289","220","531","345","672","126","281","95","103"
"20201101","32","74","122","291","239","461","365","540","134","189","76","59"
"20201031","41","36","142","317","312","561","431","648","165","213","66","75"
"20201030","27","28","126","330","210","652","355","716","185","248","112","103"
"20201029","40","43","105","313","245","669","319","786","178","246","108","118"
"20201028","26","49","120","308","248","731","328","823","192","266","89","91"
"20201027","60","60","164","519","396","1151","556","1218","341","491","176","190"
"20201026","87","110","415","1064","1420","2471","2423","3367","1120","1271","567","476"
"20201025","85","108","156","318","351","682","533","895","213","207","130","84"
"20201024","64","94","186","434","444","872","695","984","278","357","123","120"
"20201023","44","67","234","437","421","1073","592","1144","267","366","114","113"
"20201022","49","64","186","431","318","961","445","953","264","319","128","117"
"20201021","56","83","258","447","337","993","477","1075","202","330","117","115"
"20201020","75","77","213","425","360","931","468","1065","207","344","147","118"
"20201019","38","56","136","353","233","746","404","931","182","327","148","115"
"20201018","58","70","179","335","324","691","519","728","298","255","122","137"
"20201017","51","65","192","330","339","742","602","954","249","283","187","156"
"20201016","93","103","300","647","806","1916","1384","2660","884","1176","513","472"
"20201015","48","61","157","389","380","827","445","1039","244","362","116","104"
"20201014","23","50","182","400","331","880","452","1162","204","350","149","118"
"20201013","21","46","131","378","280","959","435","1140","185","283","87","78"
"20201012","26","36","94","271","244","647","421","868","190","363","94","118"
"20201011","45","48","128","262","275","514","425","726","199","225","84","47"
"20201010","22","46","141","315","303","670","573","929","193","238","120","78"
"20201009","27","35","67","226","230","460","301","532","125","181","63","86"
"20201008","19","34","110","315","245","794","362","865","184","325","99","120"
"20201007","25","58","203","403","337","889","434","994","160","292","150","102"
"20201006","26","66","167","421","363","891","474","991","188","343","131","77"
"20201005","26","40","194","343","335","627","333","749","199","251","146","130"
"20201004","38","59","106","282","248","469","382","606","171","203","107","78"
